"PID","PPID (PARENT NAME)","PROCESS NAME","PROCESS IMPHASH","COMMAND LINE","DLL NAME","DLL PATH","DLL IMPHASH","PROCESS STATUS","DLL STATUS","BASELINE FoO","IMAGE FoO"
"8500","724 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa33aa055 /state1:0x41c64e6d","credprovhost.dll","C:\WINDOWS\System32\credprovhost.dll","","UNKNOWN","UNKNOWN","0","3"
"8500","724 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa33aa055 /state1:0x41c64e6d","Windows.Devices.Enumeration.dll","C:\Windows\System32\Windows.Devices.Enumeration.dll","","UNKNOWN","UNKNOWN","0","3"
"8500","724 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa33aa055 /state1:0x41c64e6d","MSWB7.dll","C:\WINDOWS\System32\MSWB7.dll","","UNKNOWN","UNKNOWN","0","4"
"8500","724 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa33aa055 /state1:0x41c64e6d","RTWorkQ.DLL","C:\Windows\System32\RTWorkQ.DLL","","UNKNOWN","UNKNOWN","0","8"
"8500","724 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa33aa055 /state1:0x41c64e6d","MFPlat.DLL","C:\Windows\System32\MFPlat.DLL","","UNKNOWN","UNKNOWN","0","8"
"5948","5848 (powershell.exe)","cmd.exe","","C:\WINDOWS\system32\cmd.exe /C c:\windows\temp\perfmon\p.exe","cmd.exe","C:\WINDOWS\SysWOW64\cmd.exe","","UNKNOWN","UNKNOWN","0","1"
"3436","5948 (cmd.exe)","conhost.exe","","\??\C:\WINDOWS\system32\conhost.exe 0x4","ucrtbase.dll","C:\WINDOWS\System32\ucrtbase.dll","","UNKNOWN","UNKNOWN","0","78"
"3436","5948 (cmd.exe)","conhost.exe","","\??\C:\WINDOWS\system32\conhost.exe 0x4","combase.dll","C:\WINDOWS\System32\combase.dll","","UNKNOWN","UNKNOWN","0","74"
"3436","5948 (cmd.exe)","conhost.exe","","\??\C:\WINDOWS\system32\conhost.exe 0x4","shell32.dll","C:\WINDOWS\System32\shell32.dll","","UNKNOWN","UNKNOWN","0","35"
"8260","5948 (cmd.exe)","p.exe","","c:\windows\temp\perfmon\p.exe","p.exe","c:\windows\temp\perfmon\p.exe","","UNKNOWN","UNKNOWN","0","1"
"8260","5948 (cmd.exe)","p.exe","","c:\windows\temp\perfmon\p.exe","WININET.dll","C:\WINDOWS\SYSTEM32\WININET.dll","","UNKNOWN","UNKNOWN","0","12"
"8260","5948 (cmd.exe)","p.exe","","c:\windows\temp\perfmon\p.exe","ucrtbase.dll","C:\WINDOWS\System32\ucrtbase.dll","","UNKNOWN","UNKNOWN","0","78"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","LogonUI.exe","C:\WINDOWS\system32\LogonUI.exe","","UNKNOWN","UNKNOWN","0","2"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","combase.dll","C:\WINDOWS\System32\combase.dll","","UNKNOWN","UNKNOWN","0","74"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","ucrtbase.dll","C:\WINDOWS\System32\ucrtbase.dll","","UNKNOWN","UNKNOWN","0","78"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","logoncontroller.dll","C:\WINDOWS\System32\logoncontroller.dll","","UNKNOWN","UNKNOWN","0","2"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","WinLangdb.dll","C:\WINDOWS\System32\WinLangdb.dll","","UNKNOWN","UNKNOWN","0","2"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","Windows.UI.Logon.dll","C:\WINDOWS\system32\Windows.UI.Logon.dll","","UNKNOWN","UNKNOWN","0","2"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","Windows.UI.XamlHost.dll","C:\Windows\System32\Windows.UI.XamlHost.dll","","UNKNOWN","UNKNOWN","0","2"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","CoreMessaging.dll","C:\Windows\System32\CoreMessaging.dll","","UNKNOWN","UNKNOWN","0","20"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","urlmon.dll","C:\WINDOWS\SYSTEM32\urlmon.dll","","UNKNOWN","UNKNOWN","0","15"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","d3d11.dll","C:\WINDOWS\SYSTEM32\d3d11.dll","","UNKNOWN","UNKNOWN","0","12"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","dwrite.dll","C:\WINDOWS\SYSTEM32\dwrite.dll","","UNKNOWN","UNKNOWN","0","7"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","FontGlyphAnimator.dll","C:\WINDOWS\system32\FontGlyphAnimator.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","SHELL32.dll","C:\WINDOWS\System32\SHELL32.dll","","UNKNOWN","UNKNOWN","0","35"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","AuthExt.dll","C:\WINDOWS\system32\AuthExt.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","Comctl32.dll","C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.547_none_15cdd76c936033f5\Comctl32.dll","","UNKNOWN","UNKNOWN","0","10"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","NetworkStatus.dll","C:\WINDOWS\system32\NetworkStatus.dll","","UNKNOWN","UNKNOWN","0","2"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","WININET.dll","C:\Windows\System32\WININET.dll","","UNKNOWN","UNKNOWN","0","12"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","CredProvDataModel.dll","C:\WINDOWS\system32\CredProvDataModel.dll","","UNKNOWN","UNKNOWN","0","2"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","policymanager.dll","C:\WINDOWS\SYSTEM32\policymanager.dll","","UNKNOWN","UNKNOWN","0","23"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","credprovhost.dll","C:\WINDOWS\System32\credprovhost.dll","","UNKNOWN","UNKNOWN","0","3"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","AEPIC.dll","C:\WINDOWS\System32\AEPIC.dll","","UNKNOWN","UNKNOWN","0","14"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","credprovs.dll","C:\WINDOWS\system32\credprovs.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","credprovslegacy.dll","C:\WINDOWS\system32\credprovslegacy.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","FaceCredentialProvider.dll","C:\Windows\System32\FaceCredentialProvider.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","Windows.Devices.Enumeration.dll","C:\Windows\System32\Windows.Devices.Enumeration.dll","","UNKNOWN","UNKNOWN","0","3"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","SmartcardCredentialProvider.dll","C:\WINDOWS\system32\SmartcardCredentialProvider.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","BioCredProv.dll","C:\WINDOWS\System32\BioCredProv.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","ngckeyenum.dll","C:\WINDOWS\System32\ngckeyenum.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","ngccredprov.dll","C:\Windows\System32\ngccredprov.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","wlidcredprov.dll","C:\WINDOWS\system32\wlidcredprov.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","rasplap.dll","C:\WINDOWS\system32\rasplap.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","CredProv2faHelper.dll","C:\WINDOWS\system32\CredProv2faHelper.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","MSWB7.dll","C:\WINDOWS\System32\MSWB7.dll","","UNKNOWN","UNKNOWN","0","4"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","RTWorkQ.DLL","C:\Windows\System32\RTWorkQ.DLL","","UNKNOWN","UNKNOWN","0","8"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","MFPlat.DLL","C:\Windows\System32\MFPlat.DLL","","UNKNOWN","UNKNOWN","0","8"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","shacct.dll","C:\WINDOWS\System32\shacct.dll","","UNKNOWN","UNKNOWN","0","1"
"5560","6440 (winlogon.exe)","LogonUI.exe","","""LogonUI.exe"" /flags:0x0 /state0:0xa29c0055 /state1:0x41c64e6d","ngcksp.dll","C:\WINDOWS\system32\ngcksp.dll","","UNKNOWN","UNKNOWN","0","1"
"1096","740 (services.exe)","subject_srv.ex","ba1984db0937835db77807f6e075579c","C:\windows\subject_srv.exe -s ""base-hunt.shieldbase.lan:5682"" -l 3262 -v ""F-Response Subject"" -k ""155522845""","subject_srv.exe","C:\windows\subject_srv.exe","ba1984db0937835db77807f6e075579c","UNKNOWN","UNKNOWN","0","1"
"6952","740 (services.exe)","WmiApSrv.exe","ab1c8d1336cf4b88502d23a0456c8d8a","C:\WINDOWS\system32\wbem\WmiApSrv.exe","WmiApSrv.exe","C:\WINDOWS\system32\wbem\WmiApSrv.exe","ab1c8d1336cf4b88502d23a0456c8d8a","UNKNOWN","UNKNOWN","0","1"
"6952","740 (services.exe)","WmiApSrv.exe","ab1c8d1336cf4b88502d23a0456c8d8a","C:\WINDOWS\system32\wbem\WmiApSrv.exe","loadperf.dll","C:\WINDOWS\SYSTEM32\loadperf.dll","70e15106ab41e9e04053306d8d30409c","UNKNOWN","UNKNOWN","0","1"
"6952","740 (services.exe)","WmiApSrv.exe","ab1c8d1336cf4b88502d23a0456c8d8a","C:\WINDOWS\system32\wbem\WmiApSrv.exe","combase.dll","C:\WINDOWS\System32\combase.dll","4e11e54267e4d75944f3f489df677fab","UNKNOWN","UNKNOWN","0","74"
"6952","740 (services.exe)","WmiApSrv.exe","ab1c8d1336cf4b88502d23a0456c8d8a","C:\WINDOWS\system32\wbem\WmiApSrv.exe","ucrtbase.dll","C:\WINDOWS\System32\ucrtbase.dll","0f6e4ec53fcd105841d732df6e5a3522","UNKNOWN","UNKNOWN","0","78"
"6952","740 (services.exe)","WmiApSrv.exe","ab1c8d1336cf4b88502d23a0456c8d8a","C:\WINDOWS\system32\wbem\WmiApSrv.exe","vmStatsProvider.dll","C:\Program Files\VMware\VMware Tools\vmStatsProvider\win64\vmStatsProvider.dll","84e5198782942f9e682f7c2edcc824fd","UNKNOWN","UNKNOWN","0","1"
"6952","740 (services.exe)","WmiApSrv.exe","ab1c8d1336cf4b88502d23a0456c8d8a","C:\WINDOWS\system32\wbem\WmiApSrv.exe","vmGuestLib.DLL","C:\WINDOWS\SYSTEM32\vmGuestLib.DLL","d4de58afb38b2b03fc847baa91c81647","UNKNOWN","UNKNOWN","0","1"
