TreeDepth,PID,Process,Base,Size,Name,Path,LoadTime,File output
0,388,smss.exe,0x7ff64fe00000,0x25000,smss.exe,"\SystemRoot\System32\smss.exe",2018-08-30 13:51:58.000000 ,Disabled
0,388,smss.exe,0x7ff83df00000,0x1e0000,-,-,2018-08-30 13:51:58.000000 ,Disabled
0,552,csrss.exe,0x7ff767850000,0x7000,csrss.exe,"C:\WINDOWS\system32\csrss.exe",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83df00000,0x1e0000,-,-,2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a230000,0x17000,CSRSRV.dll,"C:\WINDOWS\SYSTEM32\CSRSRV.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a210000,0x14000,basesrv.DLL,"C:\WINDOWS\system32\basesrv.DLL",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a1f0000,0x16000,winsrv.DLL,"C:\WINDOWS\system32\winsrv.DLL",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a660000,0x266000,kernelbase.dll,"C:\WINDOWS\System32\kernelbase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83b3d0000,0xae000,kernel32.dll,"C:\WINDOWS\System32\kernel32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a1d0000,0x1f000,winsrvext.dll,"C:\WINDOWS\SYSTEM32\winsrvext.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83b4c0000,0x18f000,USER32.dll,"C:\WINDOWS\System32\USER32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a9d0000,0x20000,win32u.dll,"C:\WINDOWS\System32\win32u.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83dc60000,0x28000,GDI32.dll,"C:\WINDOWS\System32\GDI32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83b1e0000,0x193000,gdi32full.dll,"C:\WINDOWS\System32\gdi32full.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a9f0000,0x9b000,msvcp_win.dll,"C:\WINDOWS\System32\msvcp_win.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a8d0000,0xf5000,ucrtbase.dll,"C:\WINDOWS\System32\ucrtbase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83d440000,0x307000,combase.dll,"C:\WINDOWS\System32\combase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83cb60000,0x11f000,RPCRT4.dll,"C:\WINDOWS\System32\RPCRT4.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a4d0000,0x72000,bcryptPrimitives.dll,"C:\WINDOWS\System32\bcryptPrimitives.dll",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a1c0000,0xd000,sxssrv.DLL,"C:\WINDOWS\system32\sxssrv.DLL",2018-08-30 13:52:20.000000 ,Disabled
0,552,csrss.exe,0x7ff83a0b0000,0x9a000,sxs.dll,"C:\WINDOWS\system32\sxs.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff6e3300000,0x5a000,wininit.exe,"C:\WINDOWS\system32\wininit.exe",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83df00000,0x1e0000,-,-,2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83b3d0000,0xae000,KERNEL32.DLL,"C:\WINDOWS\System32\KERNEL32.DLL",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83a660000,0x266000,KERNELBASE.dll,"C:\WINDOWS\System32\KERNELBASE.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83a8d0000,0xf5000,ucrtbase.dll,"C:\WINDOWS\System32\ucrtbase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83cb60000,0x11f000,RPCRT4.dll,"C:\WINDOWS\System32\RPCRT4.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83cc80000,0x5b000,sechost.dll,"C:\WINDOWS\System32\sechost.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83a250000,0x1b000,profapi.dll,"C:\WINDOWS\System32\profapi.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83a1b0000,0xe000,wininitext.dll,"C:\WINDOWS\SYSTEM32\wininitext.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83cd60000,0x9d000,msvcrt.dll,"C:\WINDOWS\System32\msvcrt.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83cfd0000,0xa1000,ADVAPI32.dll,"C:\WINDOWS\System32\ADVAPI32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83b4c0000,0x18f000,USER32.dll,"C:\WINDOWS\System32\USER32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83a9d0000,0x20000,win32u.dll,"C:\WINDOWS\System32\win32u.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83dc60000,0x28000,GDI32.dll,"C:\WINDOWS\System32\GDI32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83b1e0000,0x193000,gdi32full.dll,"C:\WINDOWS\System32\gdi32full.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83a180000,0x30000,SspiCli.dll,"C:\WINDOWS\system32\SspiCli.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83a9f0000,0x9b000,msvcp_win.dll,"C:\WINDOWS\System32\msvcp_win.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff83a150000,0x29000,USERENV.dll,"C:\WINDOWS\system32\USERENV.dll",2018-08-30 13:52:20.000000 ,Disabled
0,632,wininit.exe,0x7ff8393c0000,0x24000,profext.dll,"C:\WINDOWS\SYSTEM32\profext.dll",2018-08-30 13:52:21.000000 ,Disabled
0,632,wininit.exe,0x7ff83d440000,0x307000,combase.dll,"C:\WINDOWS\System32\combase.dll",2018-08-30 13:52:21.000000 ,Disabled
0,632,wininit.exe,0x7ff83a4d0000,0x72000,bcryptPrimitives.dll,"C:\WINDOWS\System32\bcryptPrimitives.dll",2018-08-30 13:52:21.000000 ,Disabled
0,632,wininit.exe,0x7ff839380000,0x31000,ntmarta.dll,"C:\WINDOWS\SYSTEM32\ntmarta.dll",2018-08-30 13:52:21.000000 ,Disabled
0,632,wininit.exe,0x7ff839d50000,0x25000,Bcrypt.dll,"C:\WINDOWS\system32\Bcrypt.dll",2018-08-30 13:52:21.000000 ,Disabled
0,632,wininit.exe,0x7ff8392f0000,0x8a000,firewallapi.dll,"C:\WINDOWS\SYSTEM32\firewallapi.dll",2018-08-30 13:52:21.000000 ,Disabled
0,632,wininit.exe,0x7ff8392c0000,0x2b000,fwbase.dll,"C:\WINDOWS\system32\fwbase.dll",2018-08-30 13:52:21.000000 ,Disabled
0,632,wininit.exe,0x7ff83d080000,0x6c000,WS2_32.dll,"C:\WINDOWS\System32\WS2_32.dll",2018-08-30 13:52:21.000000 ,Disabled
0,632,wininit.exe,0x7ff839a80000,0x66000,mswsock.dll,"C:\WINDOWS\system32\mswsock.dll",2018-08-30 13:52:21.000000 ,Disabled
0,648,csrss.exe,0x7ff767850000,0x7000,csrss.exe,"C:\WINDOWS\system32\csrss.exe",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83df00000,0x1e0000,-,-,2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83a230000,0x17000,CSRSRV.dll,"C:\WINDOWS\SYSTEM32\CSRSRV.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83a210000,0x14000,basesrv.DLL,"C:\WINDOWS\system32\basesrv.DLL",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83a1f0000,0x16000,winsrv.DLL,"C:\WINDOWS\system32\winsrv.DLL",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83a660000,0x266000,kernelbase.dll,"C:\WINDOWS\System32\kernelbase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83b3d0000,0xae000,kernel32.dll,"C:\WINDOWS\System32\kernel32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83a1d0000,0x1f000,winsrvext.dll,"C:\WINDOWS\SYSTEM32\winsrvext.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83b4c0000,0x18f000,USER32.dll,"C:\WINDOWS\System32\USER32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83a9d0000,0x20000,win32u.dll,"C:\WINDOWS\System32\win32u.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83dc60000,0x28000,GDI32.dll,"C:\WINDOWS\System32\GDI32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83b1e0000,0x193000,gdi32full.dll,"C:\WINDOWS\System32\gdi32full.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83a9f0000,0x9b000,msvcp_win.dll,"C:\WINDOWS\System32\msvcp_win.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83a8d0000,0xf5000,ucrtbase.dll,"C:\WINDOWS\System32\ucrtbase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83d440000,0x307000,combase.dll,"C:\WINDOWS\System32\combase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,648,csrss.exe,0x7ff83cb60000,0x11f000,RPCRT4.dll,"C:\WINDOWS\System32\RPCRT4.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff653820000,0xb5000,winlogon.exe,"C:\WINDOWS\system32\winlogon.exe",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83df00000,0x1e0000,ntdll.dll,"C:\WINDOWS\SYSTEM32\ntdll.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83b3d0000,0xae000,KERNEL32.DLL,"C:\WINDOWS\System32\KERNEL32.DLL",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a660000,0x266000,KERNELBASE.dll,"C:\WINDOWS\System32\KERNELBASE.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83cd60000,0x9d000,msvcrt.dll,"C:\WINDOWS\System32\msvcrt.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83cc80000,0x5b000,sechost.dll,"C:\WINDOWS\System32\sechost.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83cb60000,0x11f000,RPCRT4.dll,"C:\WINDOWS\System32\RPCRT4.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83d440000,0x307000,combase.dll,"C:\WINDOWS\System32\combase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a8d0000,0xf5000,ucrtbase.dll,"C:\WINDOWS\System32\ucrtbase.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a4d0000,0x72000,bcryptPrimitives.dll,"C:\WINDOWS\System32\bcryptPrimitives.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a270000,0x4c000,powrprof.dll,"C:\WINDOWS\System32\powrprof.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83cfd0000,0xa1000,advapi32.dll,"C:\WINDOWS\System32\advapi32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a250000,0x1b000,profapi.dll,"C:\WINDOWS\System32\profapi.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83b4c0000,0x18f000,user32.dll,"C:\WINDOWS\System32\user32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a9d0000,0x20000,win32u.dll,"C:\WINDOWS\System32\win32u.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83dc60000,0x28000,GDI32.dll,"C:\WINDOWS\System32\GDI32.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83b1e0000,0x193000,gdi32full.dll,"C:\WINDOWS\System32\gdi32full.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a9f0000,0x9b000,msvcp_win.dll,"C:\WINDOWS\System32\msvcp_win.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83dc90000,0x2d000,IMM32.DLL,"C:\WINDOWS\System32\IMM32.DLL",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a050000,0x55000,winsta.dll,"C:\WINDOWS\SYSTEM32\winsta.dll",2018-08-30 13:52:20.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a180000,0x30000,SspiCli.dll,"C:\WINDOWS\system32\SspiCli.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a150000,0x29000,USERENV.dll,"C:\WINDOWS\system32\USERENV.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff8393c0000,0x24000,profext.dll,"C:\WINDOWS\SYSTEM32\profext.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff839380000,0x31000,ntmarta.dll,"C:\WINDOWS\SYSTEM32\ntmarta.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff839d50000,0x25000,Bcrypt.dll,"C:\WINDOWS\system32\Bcrypt.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff8392f0000,0x8a000,firewallapi.dll,"C:\WINDOWS\SYSTEM32\firewallapi.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff8392c0000,0x2b000,fwbase.dll,"C:\WINDOWS\system32\fwbase.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff838aa0000,0x1d000,UXINIT.dll,"C:\WINDOWS\system32\UXINIT.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff83dbb0000,0xa6000,shcore.dll,"C:\WINDOWS\System32\shcore.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff838af0000,0x2a000,dwmapi.dll,"C:\WINDOWS\system32\dwmapi.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff8388c0000,0x95000,UxTheme.dll,"C:\WINDOWS\system32\UxTheme.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a300000,0x1ce000,CRYPT32.dll,"C:\WINDOWS\System32\CRYPT32.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff83a2c0000,0x12000,MSASN1.dll,"C:\WINDOWS\System32\MSASN1.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff8396c0000,0xa000,DPAPI.dll,"C:\WINDOWS\system32\DPAPI.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff839c60000,0xb000,CRYPTBASE.dll,"C:\WINDOWS\system32\CRYPTBASE.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff838790000,0x17000,dwminit.dll,"C:\WINDOWS\SYSTEM32\dwminit.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff838700000,0x88000,apphelp.dll,"C:\WINDOWS\system32\apphelp.dll",2018-08-30 13:52:21.000000 ,Disabled
0,724,winlogon.exe,0x7ff836b30000,0x15000,usermgrcli.dll,"C:\WINDOWS\SYSTEM32\usermgrcli.dll",2018-08-30 13:53:40.000000 ,Disabled
0,724,winlogon.exe,0x7ff831b90000,0x1b000,MPR.dll,"C:\WINDOWS\system32\MPR.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x6ebf0000,0x24000,vmhgfs.dll,"C:\WINDOWS\System32\vmhgfs.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff82f5f0000,0xa000,VERSION.dll,"C:\WINDOWS\System32\VERSION.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff82bc30000,0xb000,drprov.dll,"C:\WINDOWS\System32\drprov.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff82ba20000,0x16000,ntlanman.dll,"C:\WINDOWS\System32\ntlanman.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff82ba00000,0x1c000,davclnt.dll,"C:\WINDOWS\System32\davclnt.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff82b7f0000,0xc000,DAVHLPR.dll,"C:\WINDOWS\System32\DAVHLPR.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff8298c0000,0x12000,cscapi.dll,"C:\WINDOWS\system32\cscapi.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff839910000,0xe000,netutils.dll,"C:\WINDOWS\System32\netutils.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff835fa0000,0x17000,wkscli.dll,"C:\WINDOWS\System32\wkscli.dll",2018-08-30 13:53:41.000000 ,Disabled
0,724,winlogon.exe,0x7ff839420000,0x4b000,AUTHZ.dll,"C:\WINDOWS\system32\AUTHZ.dll",2018-08-30 14:14:48.000000 ,Disabled
0,740,services.exe,0x7ff620360000,0x98000,services.exe,"C:\WINDOWS\system32\services.exe",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83df00000,0x1e0000,ntdll.dll,"C:\WINDOWS\SYSTEM32\ntdll.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83b3d0000,0xae000,KERNEL32.DLL,"C:\WINDOWS\System32\KERNEL32.DLL",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83a660000,0x266000,KERNELBASE.dll,"C:\WINDOWS\System32\KERNELBASE.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83cb60000,0x11f000,RPCRT4.dll,"C:\WINDOWS\System32\RPCRT4.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83cc80000,0x5b000,sechost.dll,"C:\WINDOWS\System32\sechost.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83b380000,0x4a000,cfgmgr32.dll,"C:\WINDOWS\System32\cfgmgr32.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83a8d0000,0xf5000,ucrtbase.dll,"C:\WINDOWS\System32\ucrtbase.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83a030000,0x18000,EventAggregation.dll,"C:\WINDOWS\SYSTEM32\EventAggregation.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83a000000,0x27000,DEVOBJ.dll,"C:\WINDOWS\SYSTEM32\DEVOBJ.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff8394c0000,0x81000,scesrv.dll,"C:\WINDOWS\SYSTEM32\scesrv.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83cd60000,0x9d000,msvcrt.dll,"C:\WINDOWS\System32\msvcrt.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83a180000,0x30000,sspicli.dll,"C:\WINDOWS\system32\sspicli.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff839420000,0x4b000,AUTHZ.dll,"C:\WINDOWS\system32\AUTHZ.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff8393f0000,0x30000,WUDFPlatform.dll,"C:\WINDOWS\SYSTEM32\WUDFPlatform.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83cfd0000,0xa1000,advapi32.dll,"C:\WINDOWS\System32\advapi32.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83a250000,0x1b000,profapi.dll,"C:\WINDOWS\System32\profapi.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff83a4d0000,0x72000,bcryptPrimitives.dll,"C:\WINDOWS\System32\bcryptPrimitives.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff8387b0000,0x8000,DABAPI.dll,"C:\WINDOWS\SYSTEM32\DABAPI.dll",2018-08-30 13:52:21.000000 ,Disabled
0,740,services.exe,0x7ff838700000,0x88000,apphelp.dll,"C:\WINDOWS\system32\apphelp.dll",2018-08-30 13:52:23.000000 ,Disabled
0,740,services.exe,0x7ff82b020000,0x26000,srvcli.dll,"C:\WINDOWS\SYSTEM32\srvcli.dll",2018-08-30 13:52:26.000000 ,Disabled
0,740,services.exe,0x7ff8290a0000,0x1c000,spinf.dll,"C:\WINDOWS\SYSTEM32\spinf.dll",2018-08-30 13:52:49.000000 ,Disabled
0,740,services.exe,0x7ff83d080000,0x6c000,WS2_32.dll,"C:\WINDOWS\System32\WS2_32.dll",2018-08-30 13:52:52.000000 ,Disabled
0,740,services.exe,0x7ff839a80000,0x66000,mswsock.dll,"C:\WINDOWS\system32\mswsock.dll",2018-08-30 13:52:52.000000 ,Disabled
0,740,services.exe,0x7ff836b30000,0x15000,usermgrcli.dll,"C:\WINDOWS\SYSTEM32\usermgrcli.dll",2018-08-30 13:53:41.000000 ,Disabled
0,740,services.exe,0x7ff82d440000,0x2fd000,ESENT.dll,"C:\WINDOWS\system32\ESENT.dll",2018-08-30 15:43:51.000000 ,Disabled
0,740,services.exe,0x7ff83d760000,0x44e000,setupapi.dll,"C:\WINDOWS\System32\setupapi.dll",2018-08-30 15:43:51.000000 ,Disabled
0,740,services.exe,0x7ff833950000,0x13000,DEVRTL.dll,"C:\WINDOWS\system32\DEVRTL.dll",2018-08-30 15:43:51.000000 ,Disabled
0,740,services.exe,0x7ff824690000,0xf4000,drvstore.dll,"C:\WINDOWS\system32\drvstore.dll",2018-08-30 15:43:51.000000 ,Disabled
0,740,services.exe,0x7ff839c60000,0xb000,CRYPTBASE.DLL,"C:\WINDOWS\system32\CRYPTBASE.DLL",2018-08-30 15:43:51.000000 ,Disabled
0,740,services.exe,0x7ff8343d0000,0x23000,SAMLIB.dll,"C:\WINDOWS\system32\SAMLIB.dll",2018-08-30 15:44:03.000000 ,Disabled
0,740,services.exe,0x7ff839b40000,0xf3000,kerberos.DLL,"C:\WINDOWS\system32\kerberos.DLL",2018-08-30 16:42:44.000000 ,Disabled
0,740,services.exe,0x7ff83a2c0000,0x12000,MSASN1.dll,"C:\WINDOWS\System32\MSASN1.dll",2018-08-30 16:42:44.000000 ,Disabled
0,740,services.exe,0x7ff839af0000,0x14000,cryptdll.dll,"C:\WINDOWS\system32\cryptdll.dll",2018-08-30 16:42:44.000000 ,Disabled
0,740,services.exe,0x7ff839d50000,0x25000,bcrypt.dll,"C:\WINDOWS\system32\bcrypt.dll",2018-08-30 16:42:44.000000 ,Disabled
0,740,services.exe,0x7ff839a10000,0x6b000,msv1_0.DLL,"C:\WINDOWS\system32\msv1_0.DLL",2018-09-06 18:28:04.000000 ,Disabled
0,740,services.exe,0x7ff839a00000,0xd000,NtlmShared.dll,"C:\WINDOWS\system32\NtlmShared.dll",2018-09-06 18:28:04.000000 ,Disabled
0,772,lsass.exe,0x7ff6410e0000,0x11000,lsass.exe,"C:\WINDOWS\system32\lsass.exe",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83df00000,0x1e0000,ntdll.dll,"C:\WINDOWS\SYSTEM32\ntdll.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83b3d0000,0xae000,KERNEL32.DLL,"C:\WINDOWS\System32\KERNEL32.DLL",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83a660000,0x266000,KERNELBASE.dll,"C:\WINDOWS\System32\KERNELBASE.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83cb60000,0x11f000,RPCRT4.dll,"C:\WINDOWS\System32\RPCRT4.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff839e70000,0x183000,lsasrv.dll,"C:\WINDOWS\system32\lsasrv.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83cd60000,0x9d000,msvcrt.dll,"C:\WINDOWS\System32\msvcrt.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83d080000,0x6c000,WS2_32.dll,"C:\WINDOWS\System32\WS2_32.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83a180000,0x30000,SspiCli.dll,"C:\WINDOWS\system32\SspiCli.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83cc80000,0x5b000,sechost.dll,"C:\WINDOWS\System32\sechost.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83a2c0000,0x12000,MSASN1.dll,"C:\WINDOWS\System32\MSASN1.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff839d80000,0xe4000,samsrv.dll,"C:\WINDOWS\SYSTEM32\samsrv.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83a8d0000,0xf5000,ucrtbase.dll,"C:\WINDOWS\System32\ucrtbase.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83a300000,0x1ce000,CRYPT32.dll,"C:\WINDOWS\System32\CRYPT32.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff839d50000,0x25000,bcrypt.dll,"C:\WINDOWS\system32\bcrypt.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff839d20000,0x26000,ncrypt.dll,"C:\WINDOWS\system32\ncrypt.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff839ce0000,0x36000,NTASN1.dll,"C:\WINDOWS\system32\NTASN1.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff83a4d0000,0x72000,bcryptprimitives.dll,"C:\WINDOWS\System32\bcryptprimitives.dll",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x14bed100000,0x3000,msprivs.DLL,"C:\WINDOWS\system32\msprivs.DLL",2018-08-30 13:52:21.000000 ,Disabled
0,772,lsass.exe,0x7ff839cc0000,0x15000,netprovfw.dll,"C:\WINDOWS\SYSTEM32\netprovfw.dll",2018-08-30 13:52:21.000000 ,Disabled
