TreeDepth,PID,Process,SID,Name
0,740,services.exe,S-1-16-16384,System Mandatory Level
0,772,lsass.exe,S-1-5-18,Local System
0,772,lsass.exe,S-1-5-32-544,Administrators
0,772,lsass.exe,S-1-1-0,Everyone
0,772,lsass.exe,S-1-5-11,Authenticated Users
0,772,lsass.exe,S-1-16-16384,System Mandatory Level
0,868,svchost.exe,S-1-5-18,Local System
0,868,svchost.exe,S-1-16-16384,System Mandatory Level
0,868,svchost.exe,S-1-1-0,Everyone
0,868,svchost.exe,S-1-5-32-545,Users
0,868,svchost.exe,S-1-5-6,Service
0,868,svchost.exe,S-1-5-11,Authenticated Users
0,868,svchost.exe,S-1-5-15,This Organization
0,868,svchost.exe,S-1-5-80-1988685059-1921232356-378231328-2704142597-890457928,-
0,868,svchost.exe,S-1-5-80-1601830629-990752416-3372939810-977361409-3075122917,DcomLaunch
0,868,svchost.exe,S-1-5-80-2659457741-469498900-3203170401-3149177360-3048467625,-
0,868,svchost.exe,S-1-5-80-1230977110-1477712667-2747199032-477530733-939374687,-
0,868,svchost.exe,S-1-5-80-1981970923-922788642-3535304421-2999920573-318732269,PlugPlay
0,868,svchost.exe,S-1-5-80-2343416411-2961288913-598565901-392633850-2111459193,Power
0,868,svchost.exe,S-1-5-80-1662832393-3268938575-4001313665-1200257238-783911988,-
0,868,svchost.exe,S-1-5-5-0-37447,Logon Session
0,868,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,868,svchost.exe,S-1-5-32-544,Administrators
0,892,fontdrvhost.ex,S-1-5-96-0-1,-
0,892,fontdrvhost.ex,S-1-16-4096,Low Mandatory Level
0,892,fontdrvhost.ex,S-1-1-0,Everyone
0,892,fontdrvhost.ex,S-1-5-32-545,Users
0,892,fontdrvhost.ex,S-1-5-4,Interactive
0,892,fontdrvhost.ex,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,892,fontdrvhost.ex,S-1-5-11,Authenticated Users
0,892,fontdrvhost.ex,S-1-5-15,This Organization
0,892,fontdrvhost.ex,S-1-5-5-0-37555,Logon Session
0,892,fontdrvhost.ex,S-1-5-96-0,-
0,900,fontdrvhost.ex,S-1-5-96-0-0,-
0,900,fontdrvhost.ex,S-1-16-4096,Low Mandatory Level
0,900,fontdrvhost.ex,S-1-1-0,Everyone
0,900,fontdrvhost.ex,S-1-5-32-545,Users
0,900,fontdrvhost.ex,S-1-5-4,Interactive
0,900,fontdrvhost.ex,S-1-5-11,Authenticated Users
0,900,fontdrvhost.ex,S-1-5-15,This Organization
0,900,fontdrvhost.ex,S-1-5-5-0-37470,Logon Session
0,900,fontdrvhost.ex,S-1-5-96-0,-
0,988,svchost.exe,S-1-5-20,NT Authority
0,988,svchost.exe,S-1-16-16384,System Mandatory Level
0,988,svchost.exe,S-1-1-0,Everyone
0,988,svchost.exe,S-1-5-32-545,Users
0,988,svchost.exe,S-1-5-6,Service
0,988,svchost.exe,S-1-5-11,Authenticated Users
0,988,svchost.exe,S-1-5-15,This Organization
0,988,svchost.exe,S-1-5-80-521322694-906040134-3864710659-1525148216-3451224162,RpcEptMapper
0,988,svchost.exe,S-1-5-80-979556362-403687129-3954533659-2335141334-1547273080,RpcSs
0,988,svchost.exe,S-1-5-5-0-54619,Logon Session
0,988,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,432,dwm.exe,S-1-5-90-0-1,-
0,432,dwm.exe,S-1-16-16384,System Mandatory Level
0,432,dwm.exe,S-1-1-0,Everyone
0,432,dwm.exe,S-1-5-32-545,Users
0,432,dwm.exe,S-1-5-4,Interactive
0,432,dwm.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,432,dwm.exe,S-1-5-11,Authenticated Users
0,432,dwm.exe,S-1-5-15,This Organization
0,432,dwm.exe,S-1-5-19,NT Authority
0,432,dwm.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,432,dwm.exe,S-1-5-90-0,-
0,556,svchost.exe,S-1-5-18,Local System
0,556,svchost.exe,S-1-16-16384,System Mandatory Level
0,556,svchost.exe,S-1-1-0,Everyone
0,556,svchost.exe,S-1-5-32-545,Users
0,556,svchost.exe,S-1-5-6,Service
0,556,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,556,svchost.exe,S-1-5-11,Authenticated Users
0,556,svchost.exe,S-1-5-15,This Organization
0,556,svchost.exe,S-1-5-80-2962817144-200689703-2266453665-3849882635-1986547430,BDESVC
0,556,svchost.exe,S-1-5-80-864916184-135290571-3087830041-1716922880-4237303741,BITS
0,556,svchost.exe,S-1-5-80-3841379657-834162867-3056945855-2577476187-70241904,-
0,556,svchost.exe,S-1-5-80-286057374-2594772386-1471686342-3682429118-820474675,-
0,556,svchost.exe,S-1-5-80-3578261754-285310837-913589462-2834155770-667502746,EapHost
0,556,svchost.exe,S-1-5-80-698886940-375981264-2691324669-2937073286-3841916615,IKEEXT
0,556,svchost.exe,S-1-5-80-62724632-2456781206-3863850748-1496050881-1042387526,iphlpsvc
0,556,svchost.exe,S-1-5-80-879696042-2351668846-370232824-2524288904-4023536711,LanmanServer
0,556,svchost.exe,S-1-5-80-3704025948-1094794811-1175534343-2088422159-783153058,-
0,556,svchost.exe,S-1-5-80-917953661-2020045820-2727011118-2260243830-4032185929,MSiSCSI
0,556,svchost.exe,S-1-5-80-154974075-1852685594-3179713959-2755908004-3936262621,-
0,556,svchost.exe,S-1-5-80-3290392786-819420393-1694314755-3737624005-3552167228,-
0,556,svchost.exe,S-1-5-80-2949785411-1458004381-4011503523-1439849274-3428788682,-
0,556,svchost.exe,S-1-5-80-1802467488-1541022566-2033325545-854566965-652742428,RasAuto
0,556,svchost.exe,S-1-5-80-4125092361-1567024937-842823819-2091237918-836075745,Schedule
0,556,svchost.exe,S-1-5-80-4259241309-1822918763-1176128033-1339750638-3428293995,SENS
0,556,svchost.exe,S-1-5-80-4022436659-1090538466-1613889075-870485073-3428993833,SessionEnv
0,556,svchost.exe,S-1-5-80-2009329905-444645132-2728249442-922493431-93864177,SharedAccess
0,556,svchost.exe,S-1-5-80-1690854464-3758363787-3981977099-3843555589-1401248062,ShellHWDetection
0,556,svchost.exe,S-1-5-80-3594706986-2537596223-181334840-1741483385-1351671666,wercplsupport
0,556,svchost.exe,S-1-5-80-3750560858-172214265-3889451188-1914796615-4100997547,Winmgmt
0,556,svchost.exe,S-1-5-80-2429767553-128593128-2427591838-1778256749-2155598187,-
0,556,svchost.exe,S-1-5-80-2952724807-2252311773-3412998076-2712868122-780978283,-
0,556,svchost.exe,S-1-5-80-1938892561-4120931771-3580170924-3403102300-2651602529,-
0,556,svchost.exe,S-1-5-80-1352715831-1104254428-97934242-2131353953-1898040052,-
0,556,svchost.exe,S-1-5-5-0-60480,Logon Session
0,556,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,556,svchost.exe,S-1-5-32-544,Administrators
0,652,svchost.exe,S-1-5-20,NT Authority
0,652,svchost.exe,S-1-16-16384,System Mandatory Level
0,652,svchost.exe,S-1-1-0,Everyone
0,652,svchost.exe,S-1-5-32-545,Users
0,652,svchost.exe,S-1-5-6,Service
0,652,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,652,svchost.exe,S-1-5-11,Authenticated Users
0,652,svchost.exe,S-1-5-15,This Organization
0,652,svchost.exe,S-1-5-80-446051430-1559341753-4161941529-1950928533-810483104,TermService
0,652,svchost.exe,S-1-5-5-0-60500,Logon Session
0,652,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,848,svchost.exe,S-1-5-19,NT Authority
0,848,svchost.exe,S-1-16-16384,System Mandatory Level
0,848,svchost.exe,S-1-1-0,Everyone
0,848,svchost.exe,S-1-5-32-545,Users
0,848,svchost.exe,S-1-5-6,Service
0,848,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,848,svchost.exe,S-1-5-11,Authenticated Users
0,848,svchost.exe,S-1-5-15,This Organization
0,848,svchost.exe,S-1-5-80-3532809085-2652327567-2620918877-1058261733-582902671,-
0,848,svchost.exe,S-1-5-80-2078495744-2416903469-4072184685-3943858305-976987417,AppIDSvc
0,848,svchost.exe,S-1-5-80-2940520708-3855866260-481812779-327648279-1710889582,Dhcp
0,848,svchost.exe,S-1-5-80-880578595-1860270145-482643319-2788375705-1540778122,eventlog
0,848,svchost.exe,S-1-5-80-2620923248-4247863784-3378508180-2659151310-2535246811,HomeGroupProvider
0,848,svchost.exe,S-1-5-80-3935728946-315639613-922904133-3250794525-491832002,-
0,848,svchost.exe,S-1-5-80-172094073-716411664-54255058-185476446-2329512179,lmhosts
0,848,svchost.exe,S-1-5-80-2381253463-2694003897-3435975801-3559003598-683041300,-
0,848,svchost.exe,S-1-5-80-410965207-2550896871-1717734767-2321332215-3755966139,-
0,848,svchost.exe,S-1-5-80-3557709225-3446934100-2592608561-3401846376-4273827271,-
0,848,svchost.exe,S-1-5-80-3098585136-2538892366-1097114017-2832417424-2016953023,-
0,848,svchost.exe,S-1-5-80-1495648203-2503502111-1597754693-3445174711-1316708627,-
0,848,svchost.exe,S-1-5-80-2455429942-3131183193-3617688776-595395669-3772047725,WinHttpAutoProxySvc
0,848,svchost.exe,S-1-5-80-3916113136-2435487254-2535488001-4050622930-2364918814,-
0,848,svchost.exe,S-1-5-80-3232712927-1625117661-2590453128-1738570065-3637376297,wscsvc
0,848,svchost.exe,S-1-5-5-0-60918,Logon Session
0,848,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,692,svchost.exe,S-1-5-19,NT Authority
0,692,svchost.exe,S-1-16-16384,System Mandatory Level
0,692,svchost.exe,S-1-1-0,Everyone
0,692,svchost.exe,S-1-5-32-545,Users
0,692,svchost.exe,S-1-5-6,Service
0,692,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,692,svchost.exe,S-1-5-11,Authenticated Users
0,692,svchost.exe,S-1-5-15,This Organization
0,692,svchost.exe,S-1-5-80-2586557155-168560303-1373426920-983201488-1499765686,bthserv
0,692,svchost.exe,S-1-5-80-3433512109-503559027-1389316256-1766580070-2256751264,-
0,692,svchost.exe,S-1-5-80-1772571935-1555666882-3369284645-1675012128-2386634627,EventSystem
0,692,svchost.exe,S-1-5-80-364023826-931424190-487969545-1024119571-74567675,fdPHost
0,692,svchost.exe,S-1-5-80-3655275221-2954682349-3644260495-855223267-1438849333,FontCache
0,692,svchost.exe,S-1-5-80-2168654060-3115992504-1782388893-2584760693-2634250426,-
0,692,svchost.exe,S-1-5-80-940647296-341435850-43817331-158078607-2483727905,lltdsvc
0,692,svchost.exe,S-1-5-80-3635958274-2059881490-2225992882-984577281-633327304,netprofm
0,692,svchost.exe,S-1-5-80-2310782386-4237065203-3688974353-390202159-3511571085,nsi
0,692,svchost.exe,S-1-5-80-2636612206-2079418197-1004231589-1812192203-4197254245,-
0,692,svchost.exe,S-1-5-80-2822507136-3601578665-1013168651-121944544-1825232178,RemoteRegistry
0,692,svchost.exe,S-1-5-80-2226967063-754826275-1661302337-2802353169-2369347280,-
0,692,svchost.exe,S-1-5-80-3246321066-2451215914-3422911474-2201726393-166328789,-
0,692,svchost.exe,S-1-5-80-3435701886-799518250-3791383489-3228296122-2938884314,SstpSvc
0,692,svchost.exe,S-1-5-80-3641914668-2724251012-1186334157-2460844255-322272688,-
0,692,svchost.exe,S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420,WdiServiceHost
0,692,svchost.exe,S-1-5-80-324959683-3395802011-921526492-919036580-1730255754,WebClient
0,692,svchost.exe,S-1-5-80-3006764832-2469330069-4024865495-2754276538-3243839463,-
0,692,svchost.exe,S-1-5-5-0-61258,Logon Session
0,692,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1064,svchost.exe,S-1-5-18,Local System
0,1064,svchost.exe,S-1-16-16384,System Mandatory Level
0,1064,svchost.exe,S-1-1-0,Everyone
0,1064,svchost.exe,S-1-5-32-545,Users
0,1064,svchost.exe,S-1-5-6,Service
0,1064,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1064,svchost.exe,S-1-5-11,Authenticated Users
0,1064,svchost.exe,S-1-5-15,This Organization
0,1064,svchost.exe,S-1-5-80-1580948945-3239616721-2529237571-3761093093-1214243633,AudioEndpointBuilder
0,1064,svchost.exe,S-1-5-80-1987853863-1639573247-1110726908-1137832616-3599624523,CscService
0,1064,svchost.exe,S-1-5-80-2536636004-4072673470-1048721469-2703517266-1433793019,-
0,1064,svchost.exe,S-1-5-80-1646229720-1474186231-1049421145-3719583575-3014288788,-
0,1064,svchost.exe,S-1-5-80-3787436395-2174616005-3003730137-1094982900-1570567328,dot3svc
0,1064,svchost.exe,S-1-5-80-1551822644-3134808374-1042292604-2865742758-3851661496,-
0,1064,svchost.exe,S-1-5-80-2617507558-3328795327-711547822-311560295-1636921165,-
0,1064,svchost.exe,S-1-5-80-89818136-74175777-88572358-3912780041-2421659406,hidserv
0,1064,svchost.exe,S-1-5-80-4028305664-2774326660-44957573-2454826285-2129126537,HomeGroupListener
0,1064,svchost.exe,S-1-5-80-44780642-2200031541-2427509763-915290973-996987375,-
0,1064,svchost.exe,S-1-5-80-2355113075-3359631449-3346493237-3667020425-1655874352,-
0,1064,svchost.exe,S-1-5-80-957450137-3151016590-2548878560-3726258338-3930544608,-
0,1064,svchost.exe,S-1-5-80-3169048008-2586333165-76651690-3609634147-4147641610,-
0,1064,svchost.exe,S-1-5-80-2898649604-2335086160-1904548223-3761738420-3855444835,Netman
0,1064,svchost.exe,S-1-5-80-1999281942-4196217620-51267815-1628483199-606183737,-
0,1064,svchost.exe,S-1-5-80-1948712186-1330865447-943413596-1669284603-1648638051,PcaSvc
0,1064,svchost.exe,S-1-5-80-869152694-422618349-3448047118-1397179936-2828741493,-
0,1064,svchost.exe,S-1-5-80-2950457502-2299174248-3328245479-1326271200-3113355612,-
0,1064,svchost.exe,S-1-5-80-3355894222-2288616474-3163838539-1515771758-43395969,StorSvc
0,1064,svchost.exe,S-1-5-80-2483706823-3321877870-553300257-593996131-450212729,-
0,1064,svchost.exe,S-1-5-80-949921180-3923668869-394927020-528789358-3592448931,TabletInputService
0,1064,svchost.exe,S-1-5-80-768763963-4214222998-2156221936-2953597973-713500239,TrkWks
0,1064,svchost.exe,S-1-5-80-2014626298-1656748749-3847481816-918933055-2469338456,UmRdpService
0,1064,svchost.exe,S-1-5-80-3074984378-4122987768-2130325677-2031866499-3405430279,-
0,1064,svchost.exe,S-1-5-80-1877308096-3090306141-3032871208-3115266146-1400827410,-
0,1064,svchost.exe,S-1-5-80-3110303136-3426481729-3186938678-1087894076-2178433439,-
0,1064,svchost.exe,S-1-5-80-235582178-102246843-358262472-4132936818-1867412993,-
0,1064,svchost.exe,S-1-5-80-1752088424-1054500994-3489791022-3310831482-3926524968,-
0,1064,svchost.exe,S-1-5-80-3524758515-3090971750-345616940-2322499744-3530715838,WdiSystemHost
0,1064,svchost.exe,S-1-5-80-533360197-2630880149-807505739-2151714924-2570839994,-
0,1064,svchost.exe,S-1-5-80-113310567-2163499630-2787090463-221477905-209227094,WPDBusEnum
0,1064,svchost.exe,S-1-5-5-0-62711,Logon Session
0,1064,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1064,svchost.exe,S-1-5-32-544,Administrators
0,1072,svchost.exe,S-1-5-19,NT Authority
0,1072,svchost.exe,S-1-16-16384,System Mandatory Level
0,1072,svchost.exe,S-1-1-0,Everyone
0,1072,svchost.exe,S-1-5-32-545,Users
0,1072,svchost.exe,S-1-5-6,Service
0,1072,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1072,svchost.exe,S-1-5-11,Authenticated Users
0,1072,svchost.exe,S-1-5-15,This Organization
0,1072,svchost.exe,S-1-5-80-4267341169-2882910712-659946508-2704364837-2204554466,W32Time
0,1072,svchost.exe,S-1-5-5-0-62736,Logon Session
0,1072,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1100,svchost.exe,S-1-5-20,NT Authority
0,1100,svchost.exe,S-1-16-16384,System Mandatory Level
0,1100,svchost.exe,S-1-1-0,Everyone
0,1100,svchost.exe,S-1-5-32-545,Users
0,1100,svchost.exe,S-1-5-6,Service
0,1100,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1100,svchost.exe,S-1-5-11,Authenticated Users
0,1100,svchost.exe,S-1-5-15,This Organization
0,1100,svchost.exe,S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459,CryptSvc
0,1100,svchost.exe,S-1-5-80-859482183-879914841-863379149-1145462774-2388618682,Dnscache
0,1100,svchost.exe,S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987,-
0,1100,svchost.exe,S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312,LanmanWorkstation
0,1100,svchost.exe,S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453,NlaSvc
0,1100,svchost.exe,S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133,TapiSrv
0,1100,svchost.exe,S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517,Wecsvc
0,1100,svchost.exe,S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970,WinRM
0,1100,svchost.exe,S-1-5-5-0-63335,Logon Session
0,1100,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1152,svchost.exe,S-1-5-19,NT Authority
0,1152,svchost.exe,S-1-16-16384,System Mandatory Level
0,1152,svchost.exe,S-1-1-0,Everyone
0,1152,svchost.exe,S-1-5-32-545,Users
0,1152,svchost.exe,S-1-5-6,Service
0,1152,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1152,svchost.exe,S-1-5-11,Authenticated Users
0,1152,svchost.exe,S-1-5-15,This Organization
0,1152,svchost.exe,S-1-5-80-1383147646-27650227-2710666058-1662982300-1023958487,BFE
0,1152,svchost.exe,S-1-5-80-1021139062-1866602279-1255292388-1008060685-2498416891,-
0,1152,svchost.exe,S-1-5-80-2970612574-78537857-698502321-558674196-1451644582,DPS
0,1152,svchost.exe,S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052,MpsSvc
0,1152,svchost.exe,S-1-5-80-639065985-1709096039-2702309040-2770678766-2981280942,-
0,1152,svchost.exe,S-1-5-80-2661322625-712705077-2999183737-3043590567-590698655,pla
0,1152,svchost.exe,S-1-5-80-3981856537-581775623-1136376035-2066872258-409572886,WwanSvc
0,1152,svchost.exe,S-1-5-5-0-63950,Logon Session
0,1152,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1152,svchost.exe,S-1-5-33,Write Restricted
0,1392,vmacthlp.exe,S-1-5-18,Local System
0,1392,vmacthlp.exe,S-1-5-32-544,Administrators
0,1392,vmacthlp.exe,S-1-1-0,Everyone
0,1392,vmacthlp.exe,S-1-5-11,Authenticated Users
0,1392,vmacthlp.exe,S-1-16-16384,System Mandatory Level
0,1484,MemCompression,S-1-5-18,Local System
0,1484,MemCompression,S-1-5-32-544,Administrators
0,1484,MemCompression,S-1-1-0,Everyone
0,1484,MemCompression,S-1-5-11,Authenticated Users
0,1484,MemCompression,S-1-16-16384,System Mandatory Level
0,1592,svchost.exe,S-1-5-19,NT Authority
0,1592,svchost.exe,S-1-16-16384,System Mandatory Level
0,1592,svchost.exe,S-1-1-0,Everyone
0,1592,svchost.exe,S-1-5-32-545,Users
0,1592,svchost.exe,S-1-5-6,Service
0,1592,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1592,svchost.exe,S-1-5-11,Authenticated Users
0,1592,svchost.exe,S-1-5-15,This Organization
0,1592,svchost.exe,S-1-5-80-2676549577-1911656217-2625096541-4178041876-1366760775,Audiosrv
0,1592,svchost.exe,S-1-5-5-0-78835,Logon Session
0,1592,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1696,svchost.exe,S-1-5-18,Local System
0,1696,svchost.exe,S-1-16-16384,System Mandatory Level
0,1696,svchost.exe,S-1-1-0,Everyone
0,1696,svchost.exe,S-1-5-32-545,Users
0,1696,svchost.exe,S-1-5-6,Service
0,1696,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1696,svchost.exe,S-1-5-11,Authenticated Users
0,1696,svchost.exe,S-1-5-15,This Organization
0,1696,svchost.exe,S-1-5-80-3256172449-2363790065-3617575471-4144056108-756904704,CertPropSvc
0,1696,svchost.exe,S-1-5-80-4176366874-305252471-2256717057-2714189771-3552532790,RasMan
0,1696,svchost.exe,S-1-5-80-1954729425-4294152082-187165618-318331177-3831297489,RemoteAccess
0,1696,svchost.exe,S-1-5-80-1691538513-4084330536-1620899472-1113280783-3554754292,SCPolicySvc
0,1696,svchost.exe,S-1-5-80-223807737-1693445485-119162242-1977420160-1403034029,-
0,1696,svchost.exe,S-1-5-80-1014140700-3308905587-3330345912-272242898-93311788,wuauserv
0,1696,svchost.exe,S-1-5-5-0-82460,Logon Session
0,1696,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1696,svchost.exe,S-1-5-32-544,Administrators
0,1812,svchost.exe,S-1-5-19,NT Authority
0,1812,svchost.exe,S-1-16-16384,System Mandatory Level
0,1812,svchost.exe,S-1-1-0,Everyone
0,1812,svchost.exe,S-1-5-32-545,Users
0,1812,svchost.exe,S-1-5-6,Service
0,1812,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1812,svchost.exe,S-1-5-11,Authenticated Users
0,1812,svchost.exe,S-1-5-15,This Organization
0,1812,svchost.exe,S-1-5-80-4071458001-3563271761-1846288968-3700919931-3809667977,-
0,1812,svchost.exe,S-1-5-5-0-84452,Logon Session
0,1812,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1844,svchost.exe,S-1-5-19,NT Authority
0,1844,svchost.exe,S-1-16-16384,System Mandatory Level
0,1844,svchost.exe,S-1-1-0,Everyone
0,1844,svchost.exe,S-1-5-32-545,Users
0,1844,svchost.exe,S-1-5-6,Service
0,1844,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1844,svchost.exe,S-1-5-11,Authenticated Users
0,1844,svchost.exe,S-1-5-15,This Organization
0,1844,svchost.exe,S-1-5-80-4155767994-3874329934-3800885181-2130851812-726865888,-
0,1844,svchost.exe,S-1-5-5-0-84461,Logon Session
0,1844,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1868,svchost.exe,S-1-5-20,NT Authority
0,1868,svchost.exe,S-1-16-16384,System Mandatory Level
0,1868,svchost.exe,S-1-1-0,Everyone
0,1868,svchost.exe,S-1-5-32-545,Users
0,1868,svchost.exe,S-1-5-6,Service
0,1868,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1868,svchost.exe,S-1-5-11,Authenticated Users
0,1868,svchost.exe,S-1-5-15,This Organization
0,1868,svchost.exe,S-1-5-80-3044542841-3639452079-4096941652-1606687743-1256249853,PolicyAgent
0,1868,svchost.exe,S-1-5-5-0-85187,Logon Session
0,1868,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1040,spoolsv.exe,S-1-5-18,Local System
0,1040,spoolsv.exe,S-1-16-16384,System Mandatory Level
0,1040,spoolsv.exe,S-1-1-0,Everyone
0,1040,spoolsv.exe,S-1-5-32-545,Users
0,1040,spoolsv.exe,S-1-5-6,Service
0,1040,spoolsv.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,1040,spoolsv.exe,S-1-5-11,Authenticated Users
0,1040,spoolsv.exe,S-1-5-15,This Organization
0,1040,spoolsv.exe,S-1-5-80-3951239711-1671533544-1416304335-3763227691-3930497994,Spooler
0,1040,spoolsv.exe,S-1-5-5-0-92215,Logon Session
0,1040,spoolsv.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,1040,spoolsv.exe,S-1-5-32-544,Administrators
0,2152,armsvc.exe,S-1-5-18,Local System
0,2152,armsvc.exe,S-1-5-32-544,Administrators
0,2152,armsvc.exe,S-1-1-0,Everyone
0,2152,armsvc.exe,S-1-5-11,Authenticated Users
0,2152,armsvc.exe,S-1-16-16384,System Mandatory Level
0,2164,svchost.exe,S-1-5-18,Local System
0,2164,svchost.exe,S-1-16-16384,System Mandatory Level
0,2164,svchost.exe,S-1-1-0,Everyone
0,2164,svchost.exe,S-1-5-32-545,Users
0,2164,svchost.exe,S-1-5-6,Service
0,2164,svchost.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,2164,svchost.exe,S-1-5-11,Authenticated Users
0,2164,svchost.exe,S-1-5-15,This Organization
0,2164,svchost.exe,S-1-5-80-2620808479-2171380039-3191355562-2070425692-3097948119,-
0,2164,svchost.exe,S-1-5-5-0-98763,Logon Session
0,2164,svchost.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,2164,svchost.exe,S-1-5-32-544,Administrators
0,2176,HipMgmt.exe,S-1-5-18,Local System
0,2176,HipMgmt.exe,S-1-5-32-544,Administrators
0,2176,HipMgmt.exe,S-1-1-0,Everyone
0,2176,HipMgmt.exe,S-1-5-11,Authenticated Users
0,2176,HipMgmt.exe,S-1-16-16384,System Mandatory Level
0,2184,masvc.exe,S-1-5-18,Local System
0,2184,masvc.exe,S-1-5-32-544,Administrators
0,2184,masvc.exe,S-1-1-0,Everyone
0,2184,masvc.exe,S-1-5-11,Authenticated Users
0,2184,masvc.exe,S-1-16-16384,System Mandatory Level
0,2196,FireSvc.exe,S-1-5-18,Local System
0,2196,FireSvc.exe,S-1-5-32-544,Administrators
0,2196,FireSvc.exe,S-1-1-0,Everyone
0,2196,FireSvc.exe,S-1-5-11,Authenticated Users
0,2196,FireSvc.exe,S-1-16-16384,System Mandatory Level
0,2204,VsTskMgr.exe,S-1-5-18,Local System
0,2204,VsTskMgr.exe,S-1-5-32-544,Administrators
0,2204,VsTskMgr.exe,S-1-1-0,Everyone
0,2204,VsTskMgr.exe,S-1-5-11,Authenticated Users
0,2204,VsTskMgr.exe,S-1-16-16384,System Mandatory Level
0,2228,macmnsvc.exe,S-1-5-19,NT Authority
0,2228,macmnsvc.exe,S-1-16-16384,System Mandatory Level
0,2228,macmnsvc.exe,S-1-1-0,Everyone
0,2228,macmnsvc.exe,S-1-5-32-545,Users
0,2228,macmnsvc.exe,S-1-5-6,Service
0,2228,macmnsvc.exe,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,2228,macmnsvc.exe,S-1-5-11,Authenticated Users
0,2228,macmnsvc.exe,S-1-5-15,This Organization
0,2228,macmnsvc.exe,S-1-5-80-2894582139-597944231-739152652-4015678418-1257885693,-
0,2228,macmnsvc.exe,S-1-5-5-0-98999,Logon Session
0,2228,macmnsvc.exe,S-1-2-0,Local (Users with the ability to log in locally)
0,2248,mfemms.exe,S-1-5-18,Local System
0,2248,mfemms.exe,S-1-5-32-544,Administrators
0,2248,mfemms.exe,S-1-1-0,Everyone
0,2248,mfemms.exe,S-1-5-11,Authenticated Users
0,2248,mfemms.exe,S-1-16-16384,System Mandatory Level
0,2360,SecurityHealth,S-1-5-18,Local System
0,2360,SecurityHealth,S-1-16-16384,System Mandatory Level
0,2360,SecurityHealth,S-1-1-0,Everyone
0,2360,SecurityHealth,S-1-5-32-545,Users
0,2360,SecurityHealth,S-1-5-6,Service
0,2360,SecurityHealth,S-1-2-1,Console Logon (Users who are logged onto the physical console)
0,2360,SecurityHealth,S-1-5-11,Authenticated Users
0,2360,SecurityHealth,S-1-5-15,This Organization
0,2360,SecurityHealth,S-1-5-80-259296475-4084429506-1152984619-38739575-565535606,-
0,2360,SecurityHealth,S-1-5-5-0-103593,Logon Session
0,2360,SecurityHealth,S-1-2-0,Local (Users with the ability to log in locally)
0,2360,SecurityHealth,S-1-5-32-544,Administrators
